net,length_um
_2937_,11.04µm
_1333_,11.02µm
_2381_,11.02µm
_2615_,11.02µm
_0192_,11µm
_0375_,11µm
_0659_,11µm
_0786_,10.96µm
_1723_,10.96µm
_2892_,10.96µm
_2973_,10.94µm
B[6],10.93µm
_3381_,10.92µm
_2213_,10.9µm
_2637_,10.9µm
_0071_,10.88µm
_1067_,10.88µm
_1854_,10.88µm
_0588_,10.87µm
A[18],10.87µm
_1316_,10.86µm
_2013_,10.86µm
_2086_,10.86µm
net459,10.86µm
_0535_,10.84µm
_0940_,10.84µm
_1285_,10.84µm
_3019_,10.84µm
_2821_,10.82µm
_3288_,10.82µm
_0744_,10.8µm
_1526_,10.8µm
_2058_,10.78µm
_1465_,10.77µm
_0898_,10.76µm
_0910_,10.76µm
_0963_,10.76µm
_1038_,10.76µm
_1654_,10.76µm
_2243_,10.76µm
_0304_,10.74µm
_0461_,10.74µm
_0848_,10.74µm
_1672_,10.74µm
_2422_,10.74µm
_3089_,10.74µm
_0991_,10.72µm
_3384_,10.72µm
_1497_,10.7µm
_1578_,10.7µm
_2017_,10.7µm
_2513_,10.7µm
_0014_,10.68µm
_0637_,10.66µm
_0930_,10.66µm
_1295_,10.66µm
_1498_,10.66µm
_1781_,10.66µm
_0648_,10.65µm
_1379_,10.64µm
_1631_,10.64µm
_2908_,10.64µm
_3140_,10.64µm
_0044_,10.62µm
_0450_,10.62µm
_0908_,10.62µm
_1051_,10.62µm
_1282_,10.62µm
_1865_,10.62µm
_2450_,10.62µm
_2671_,10.62µm
_3085_,10.62µm
_0728_,10.6µm
A[6],10.59µm
_0738_,10.54µm
_0793_,10.54µm
_1508_,10.54µm
_1995_,10.54µm
_2050_,10.54µm
_2580_,10.54µm
_3025_,10.54µm
net230,10.54µm
_1312_,10.5µm
_1321_,10.5µm
_2059_,10.5µm
_2319_,10.5µm
_3252_,10.5µm
_3345_,10.5µm
_0211_,10.48µm
_2021_,10.47µm
_2922_,10.46µm
_3041_,10.46µm
_0039_,10.44µm
_1294_,10.42µm
_1427_,10.42µm
_2315_,10.42µm
_2758_,10.42µm
_2781_,10.42µm
_3356_,10.42µm
_3455_,10.42µm
_0700_,10.4µm
_0757_,10.4µm
_1358_,10.4µm
_2042_,10.4µm
_2045_,10.4µm
_2444_,10.4µm
_2502_,10.4µm
net292,10.4µm
_0119_,10.38µm
_0280_,10.38µm
_3219_,10.38µm
_0312_,10.37µm
A[7],10.37µm
_0202_,10.36µm
_0213_,10.36µm
_1532_,10.36µm
_2071_,10.36µm
_2947_,10.36µm
_2961_,10.36µm
_1463_,10.34µm
_1536_,10.34µm
_1588_,10.34µm
_1954_,10.34µm
net702,10.34µm
_0133_,10.32µm
_0447_,10.32µm
_1181_,10.32µm
_1694_,10.32µm
_2523_,10.32µm
_2608_,10.32µm
_0693_,10.3µm
_0775_,10.3µm
_1043_,10.3µm
result[14],10.29µm
_0084_,10.28µm
_0107_,10.28µm
_0595_,10.28µm
_0720_,10.28µm
_1171_,10.28µm
_1673_,10.28µm
_2382_,10.28µm
_2744_,10.28µm
_3132_,10.28µm
_1111_,10.26µm
_3479_,10.26µm
net654,10.26µm
_0692_,10.24µm
_1331_,10.24µm
_1589_,10.24µm
_1708_,10.24µm
_1761_,10.24µm
_3037_,10.24µm
_3290_,10.24µm
_1485_,10.23µm
_1237_,10.22µm
_3181_,10.215µm
_2996_,10.205µm
_0104_,10.2µm
_1580_,10.2µm
_1699_,10.2µm
_3260_,10.2µm
B[22],10.19µm
_2116_,10.18µm
_0130_,10.16µm
_1033_,10.16µm
_1153_,10.16µm
_1824_,10.16µm
_2186_,10.16µm
_2614_,10.16µm
_3240_,10.16µm
_3367_,10.16µm
_1538_,10.12µm
_2969_,10.12µm
_3057_,10.12µm
_3136_,10.12µm
_2131_,10.1µm
_2574_,10.1µm
_1488_,10.09µm
_0314_,10.08µm
_0348_,10.08µm
_3460_,10.08µm
_2780_,10.06µm
_2848_,10.06µm
_3078_,10.05µm
_0351_,10.04µm
_0812_,10.04µm
_1984_,10.04µm
_2364_,10.04µm
_0315_,10.02µm
_1407_,10.01µm
_2975_,10µm
_0478_,9.98µm
_1870_,9.98µm
_0077_,9.96µm
_0097_,9.94µm
_1122_,9.94µm
_2805_,9.94µm
_3457_,9.94µm
_2195_,9.935µm
_1467_,9.92µm
_2440_,9.92µm
_1155_,9.9µm
_2456_,9.9µm
_0326_,9.86µm
net108,9.84µm
_0350_,9.82µm
_0762_,9.82µm
_0811_,9.82µm
_0995_,9.82µm
_1006_,9.82µm
_1419_,9.82µm
_2277_,9.82µm
_2652_,9.82µm
_1882_,9.81µm
_0263_,9.8µm
_1251_,9.8µm
_2617_,9.8µm
_2650_,9.78µm
_3104_,9.78µm
_0703_,9.77µm
_0325_,9.76µm
_1039_,9.76µm
net697,9.76µm
_1637_,9.75µm
_2954_,9.74µm
_3445_,9.74µm
_1707_,9.72µm
_0277_,9.7µm
_0300_,9.7µm
_1345_,9.7µm
_3337_,9.7µm
_3394_,9.7µm
net758,9.7µm
_0198_,9.675µm
_0001_,9.66µm
_1013_,9.66µm
_1397_,9.66µm
_2387_,9.66µm
_2873_,9.66µm
_2289_,9.64µm
_0783_,9.62µm
_1570_,9.62µm
_1913_,9.62µm
_3030_,9.62µm
result[10],9.61µm
result[12],9.61µm
_0453_,9.6µm
_1611_,9.6µm
_2857_,9.6µm
A[0],9.59µm
A[20],9.59µm
_2964_,9.585µm
_0392_,9.58µm
_0393_,9.58µm
_0628_,9.58µm
_0982_,9.58µm
_1172_,9.58µm
_1234_,9.58µm
_1241_,9.58µm
_1470_,9.58µm
_1925_,9.58µm
_2453_,9.58µm
_2992_,9.58µm
_3316_,9.58µm
_3403_,9.58µm
_3466_,9.58µm
_0969_,9.56µm
_1650_,9.56µm
_2874_,9.56µm
_0854_,9.54µm
_3128_,9.54µm
_0374_,9.52µm
_2368_,9.52µm
_0935_,9.51µm
_1503_,9.5µm
_1613_,9.5µm
_3266_,9.5µm
_3343_,9.495µm
_0863_,9.48µm
_0998_,9.48µm
_1636_,9.48µm
_3077_,9.48µm
net733,9.48µm
_0134_,9.46µm
_0454_,9.46µm
_1335_,9.46µm
_1970_,9.46µm
_3079_,9.46µm
_1971_,9.455µm
_1356_,9.44µm
_2856_,9.44µm
_0010_,9.42µm
_0380_,9.42µm
_0088_,9.4µm
_1040_,9.4µm
_2417_,9.4µm
_3047_,9.4µm
_1664_,9.39µm
_0137_,9.38µm
_1095_,9.38µm
_1415_,9.38µm
_2906_,9.37µm
_0102_,9.36µm
_0710_,9.36µm
_0944_,9.36µm
_1082_,9.36µm
_1595_,9.36µm
_1838_,9.36µm
_1863_,9.36µm
_2413_,9.36µm
_3325_,9.36µm
B[7],9.35µm
_3263_,9.34µm
_0081_,9.32µm
_1336_,9.32µm
_1482_,9.32µm
_1658_,9.32µm
_0189_,9.29µm
_0511_,9.28µm
_0978_,9.28µm
_1464_,9.28µm
_1867_,9.28µm
_3113_,9.28µm
net743,9.28µm
_2820_,9.27µm
A[11],9.27µm
_1833_,9.26µm
_3066_,9.26µm
_3152_,9.26µm
_0665_,9.25µm
_1214_,9.24µm
_1720_,9.24µm
_2271_,9.24µm
_2746_,9.24µm
_3313_,9.24µm
_2753_,9.22µm
_1569_,9.2µm
_2876_,9.2µm
_2982_,9.2µm
net111,9.2µm
_2669_,9.18µm
_0422_,9.17µm
_0408_,9.16µm
_1213_,9.16µm
_0086_,9.12µm
_0195_,9.12µm
_0480_,9.12µm
_1349_,9.12µm
_2112_,9.12µm
_0521_,9.1µm
_3409_,9.08µm
_0603_,9.06µm
_2775_,9.06µm
net687,9.06µm
_0395_,9.045µm
_0542_,9.04µm
_0787_,9.04µm
_1123_,9.04µm
_1910_,9.04µm
_3088_,9.04µm
_1134_,9.02µm
_1758_,9.02µm
_1862_,9.02µm
_2626_,9.02µm
_3161_,9.02µm
net117,9.02µm
net714,9.02µm
_0072_,9µm
_0442_,9µm
_0870_,9µm
_1416_,9µm
_3124_,9µm
_3145_,9µm
_3217_,8.99µm
_0547_,8.98µm
_2105_,8.96µm
_2624_,8.96µm
_0305_,8.94µm
_0353_,8.94µm
_3328_,8.94µm
_3331_,8.94µm
_1486_,8.93µm
_0324_,8.92µm
_0830_,8.92µm
_1354_,8.92µm
_3286_,8.91µm
_0019_,8.9µm
_0254_,8.9µm
_0562_,8.9µm
_0872_,8.9µm
_1223_,8.9µm
_1340_,8.9µm
_1964_,8.9µm
_2256_,8.9µm
_2303_,8.9µm
_2325_,8.9µm
_2361_,8.9µm
_2363_,8.9µm
_2526_,8.9µm
_2845_,8.9µm
_3038_,8.9µm
_3108_,8.9µm
net692,8.9µm
net679,8.9µm
_0058_,8.895µm
_3346_,8.89µm
_0284_,8.88µm
_3248_,8.88µm
_0429_,8.86µm
_0532_,8.86µm
_2139_,8.86µm
_2217_,8.86µm
_3415_,8.86µm
_1046_,8.84µm
_0354_,8.82µm
_0607_,8.82µm
_0851_,8.82µm
_1938_,8.82µm
_2939_,8.82µm
_1060_,8.8µm
_2070_,8.8µm
_3400_,8.8µm
net696,8.8µm
net699,8.8µm
_0017_,8.78µm
_0041_,8.78µm
_0383_,8.78µm
_1119_,8.78µm
_1530_,8.78µm
_1638_,8.78µm
_1800_,8.78µm
_2288_,8.78µm
_2977_,8.78µm
_3185_,8.78µm
_0400_,8.76µm
_2169_,8.76µm
_2586_,8.76µm
_3067_,8.76µm
_2725_,8.74µm
_2860_,8.735µm
_2446_,8.72µm
_0098_,8.7µm
_0196_,8.7µm
_0723_,8.7µm
_1310_,8.7µm
_0061_,8.68µm
_1371_,8.68µm
_1915_,8.67µm
_0857_,8.66µm
_2942_,8.66µm
_2985_,8.66µm
_3202_,8.66µm
_3385_,8.66µm
_3470_,8.66µm
_0858_,8.62µm
_1837_,8.62µm
_3439_,8.62µm
_0243_,8.6µm
_2464_,8.6µm
_2872_,8.6µm
_3010_,8.6µm
_3023_,8.6µm
_3289_,8.6µm
_0953_,8.58µm
_1496_,8.58µm
_1583_,8.58µm
_0156_,8.56µm
_0247_,8.56µm
_1417_,8.56µm
_2177_,8.56µm
_3005_,8.56µm
B[8],8.55µm
_0756_,8.54µm
_2927_,8.54µm
_2995_,8.54µm
_3330_,8.54µm
_3469_,8.54µm
_0153_,8.52µm
_0686_,8.52µm
_1437_,8.52µm
_1876_,8.52µm
_2258_,8.52µm
_3053_,8.52µm
_0550_,8.48µm
_0711_,8.48µm
_1969_,8.48µm
_2018_,8.48µm
_2430_,8.48µm
_2633_,8.48µm
_2759_,8.48µm
_0667_,8.46µm
_0915_,8.46µm
_0983_,8.46µm
_1090_,8.46µm
_2943_,8.46µm
_3283_,8.46µm
_0943_,8.44µm
_1088_,8.44µm
_1585_,8.44µm
_1682_,8.44µm
_0500_,8.42µm
_1904_,8.42µm
_2522_,8.42µm
_1586_,8.4µm
_1607_,8.4µm
_3115_,8.4µm
_1385_,8.37µm
_0369_,8.36µm
_0456_,8.36µm
_0494_,8.36µm
_0860_,8.36µm
_1124_,8.36µm
_1329_,8.36µm
_1692_,8.36µm
_2998_,8.36µm
net676,8.345µm
_0934_,8.32µm
_1049_,8.32µm
_2088_,8.32µm
_2879_,8.32µm
net719,8.32µm
_0151_,8.28µm
_1716_,8.28µm
_0911_,8.27µm
net584,8.26µm
_0122_,8.24µm
_0889_,8.24µm
_0956_,8.24µm
_1076_,8.24µm
_1481_,8.24µm
_2968_,8.24µm
A[12],8.23µm
A[22],8.23µm
_0536_,8.22µm
_0746_,8.22µm
_2448_,8.22µm
_1439_,8.2µm
_1678_,8.2µm
_2765_,8.2µm
_2928_,8.2µm
_1784_,8.18µm
_2349_,8.18µm
_0404_,8.16µm
_0455_,8.16µm
_0627_,8.16µm
_1263_,8.16µm
_1512_,8.16µm
_1518_,8.16µm
_0245_,8.14µm
_0464_,8.12µm
_0513_,8.12µm
_0813_,8.12µm
_0947_,8.12µm
_1352_,8.12µm
_1662_,8.12µm
_0114_,8.1µm
_0370_,8.1µm
_1080_,8.1µm
_1179_,8.1µm
_1191_,8.1µm
_0937_,8.08µm
_0942_,8.08µm
_1028_,8.08µm
_0927_,8.06µm
_1539_,8.06µm
_1564_,8.06µm
_1623_,8.06µm
_2529_,8.06µm
_2854_,8.04µm
_3258_,8.04µm
_0127_,8.02µm
_0658_,8.02µm
_1037_,8.02µm
_1473_,8.02µm
_1492_,8.02µm
_1646_,8.02µm
_1881_,8.02µm
_2441_,8.02µm
_2842_,8.02µm
_2966_,8.02µm
_2990_,8.02µm
_0763_,8.01µm
_0171_,8µm
_0444_,8µm
_1378_,8µm
_2593_,8µm
_2880_,8µm
_1430_,7.99µm
_0292_,7.98µm
_0471_,7.98µm
_0837_,7.98µm
_1071_,7.98µm
_1164_,7.98µm
_1201_,7.98µm
_1242_,7.98µm
_1541_,7.98µm
_1719_,7.98µm
_2935_,7.98µm
_3261_,7.98µm
_3361_,7.98µm
net725,7.98µm
_0519_,7.975µm
_0174_,7.96µm
_1159_,7.96µm
_1057_,7.94µm
_2957_,7.94µm
_0825_,7.9µm
_2412_,7.895µm
_2082_,7.88µm
_3365_,7.88µm
net677,7.88µm
net106,7.87µm
_0215_,7.86µm
_0268_,7.86µm
_0449_,7.86µm
_1131_,7.86µm
_1166_,7.86µm
_2029_,7.86µm
_2899_,7.86µm
_2962_,7.86µm
_3170_,7.86µm
_0433_,7.84µm
_3092_,7.84µm
_0634_,7.82µm
_1757_,7.82µm
_1224_,7.78µm
_2124_,7.78µm
_2762_,7.78µm
_3200_,7.78µm
_3214_,7.78µm
_0687_,7.76µm
_1344_,7.74µm
_1635_,7.74µm
_3044_,7.74µm
net300,7.74µm
net635,7.72µm
_0431_,7.7µm
_2091_,7.68µm
_2447_,7.68µm
net716,7.68µm
net732,7.68µm
_0903_,7.66µm
_1668_,7.66µm
_2267_,7.66µm
_3229_,7.66µm
_3478_,7.65µm
B[10],7.65µm
B[9],7.65µm
_0031_,7.64µm
_0217_,7.64µm
_0497_,7.64µm
_0758_,7.64µm
_0849_,7.64µm
_1917_,7.64µm
_1952_,7.64µm
_0678_,7.62µm
_2189_,7.62µm
_2711_,7.62µm
_0407_,7.61µm
_1764_,7.6µm
_3275_,7.6µm
_1326_,7.58µm
_2754_,7.58µm
_0003_,7.56µm
_0209_,7.56µm
_1375_,7.56µm
_2152_,7.56µm
_2196_,7.56µm
_2794_,7.56µm
_0740_,7.54µm
_1666_,7.54µm
_3129_,7.54µm
_3427_,7.54µm
net711,7.54µm
_0611_,7.52µm
_0914_,7.52µm
_2285_,7.52µm
_3135_,7.52µm
_3197_,7.52µm
_2628_,7.5µm
_0435_,7.48µm
_1303_,7.48µm
_3191_,7.48µm
_2783_,7.46µm
_0038_,7.44µm
_0115_,7.44µm
_0230_,7.44µm
_0301_,7.44µm
_0574_,7.44µm
_0753_,7.44µm
_0931_,7.44µm
_0996_,7.44µm
_2190_,7.44µm
_3168_,7.44µm
_3401_,7.44µm
_1409_,7.42µm
_2960_,7.42µm
_0178_,7.4µm
_0561_,7.4µm
_0688_,7.4µm
_0973_,7.4µm
_1421_,7.4µm
_1677_,7.4µm
_1770_,7.4µm
_2077_,7.4µm
_2503_,7.4µm
_2905_,7.4µm
_2918_,7.4µm
_3112_,7.4µm
_3221_,7.4µm
_0732_,7.34µm
_1032_,7.32µm
_1161_,7.32µm
_1866_,7.32µm
_2205_,7.32µm
_3061_,7.32µm
_3339_,7.32µm
_3368_,7.32µm
_3428_,7.31µm
_2043_,7.3µm
_2953_,7.3µm
_3059_,7.3µm
_0229_,7.28µm
_1027_,7.28µm
_1109_,7.28µm
_1878_,7.28µm
_2409_,7.28µm
_2980_,7.28µm
_2353_,7.24µm
_0730_,7.22µm
_0966_,7.22µm
_2107_,7.22µm
_2120_,7.22µm
_2656_,7.22µm
_1721_,7.2µm
_2683_,7.2µm
_2894_,7.2µm
_0094_,7.18µm
_0152_,7.18µm
_2436_,7.18µm
_2423_,7.16µm
_2994_,7.16µm
_2704_,7.155µm
_0056_,7.14µm
_1725_,7.14µm
_1779_,7.14µm
_3040_,7.12µm
_1009_,7.1µm
_1137_,7.1µm
_1184_,7.1µm
_2063_,7.1µm
_3434_,7.1µm
_0121_,7.08µm
_0286_,7.08µm
_0718_,7.08µm
_2054_,7.08µm
_0378_,7.075µm
_0294_,7.06µm
_0402_,7.06µm
_0507_,7.06µm
_0725_,7.06µm
_1216_,7.06µm
_1259_,7.06µm
_1575_,7.06µm
_1649_,7.06µm
_2263_,7.06µm
_2774_,7.06µm
net761,7.06µm
_2245_,7.04µm
_2917_,7.04µm
_0078_,6.98µm
_0219_,6.98µm
_0552_,6.98µm
_0850_,6.98µm
_1238_,6.98µm
_1937_,6.98µm
_2555_,6.98µm
_3070_,6.98µm
net119,6.98µm
net712,6.98µm
_0523_,6.96µm
_1946_,6.96µm
_0224_,6.94µm
_0504_,6.94µm
_0822_,6.94µm
_1150_,6.94µm
_1157_,6.94µm
_1355_,6.94µm
_1383_,6.94µm
_1513_,6.94µm
_1516_,6.94µm
_1835_,6.94µm
_2916_,6.94µm
_3303_,6.94µm
_2547_,6.92µm
_2268_,6.9µm
_2480_,6.9µm
_2329_,6.88µm
_1633_,6.875µm
_0022_,6.86µm
_0469_,6.86µm
_0676_,6.86µm
_0980_,6.86µm
_1739_,6.86µm
_1756_,6.86µm
_2542_,6.86µm
_0334_,6.84µm
_0902_,6.84µm
_3335_,6.84µm
_2630_,6.83µm
_3379_,6.825µm
_1871_,6.82µm
_2041_,6.82µm
_2681_,6.82µm
_3011_,6.82µm
_0774_,6.815µm
_0191_,6.785µm
_2475_,6.78µm
_2253_,6.76µm
_2713_,6.76µm
_3220_,6.76µm
_3372_,6.76µm
net734,6.76µm
_1197_,6.74µm
_1425_,6.74µm
_1546_,6.74µm
_2198_,6.74µm
_0157_,6.72µm
_0291_,6.72µm
_0564_,6.72µm
_1148_,6.72µm
_1175_,6.72µm
_1797_,6.72µm
_1922_,6.72µm
_2520_,6.72µm
_2583_,6.72µm
_2668_,6.72µm
_0650_,6.7µm
_0514_,6.66µm
_1789_,6.66µm
_2392_,6.66µm
_0218_,6.64µm
_0446_,6.64µm
_1887_,6.64µm
_2379_,6.64µm
_2616_,6.64µm
_2979_,6.64µm
_3014_,6.64µm
_3150_,6.64µm
_3280_,6.64µm
net674,6.64µm
net660,6.64µm
net755,6.64µm
_0739_,6.62µm
_0899_,6.62µm
_1665_,6.62µm
_2419_,6.62µm
_2577_,6.62µm
_3008_,6.62µm
_0259_,6.6µm
_1145_,6.6µm
_1386_,6.6µm
_1548_,6.6µm
_1551_,6.6µm
_1783_,6.6µm
_2380_,6.6µm
_2438_,6.6µm
_2587_,6.6µm
_3420_,6.6µm
_0751_,6.58µm
_0926_,6.58µm
_2332_,6.58µm
_1759_,6.545µm
_2127_,6.54µm
_1098_,6.52µm
_1189_,6.52µm
_1360_,6.52µm
_1499_,6.52µm
_1552_,6.52µm
_1587_,6.52µm
_1791_,6.52µm
_3193_,6.52µm
_3215_,6.52µm
net684,6.52µm
_1509_,6.5µm
_1732_,6.5µm
_2861_,6.5µm
_2955_,6.5µm
_0226_,6.48µm
_0337_,6.48µm
_0496_,6.48µm
_0646_,6.48µm
_0704_,6.48µm
_1577_,6.48µm
_1754_,6.48µm
_2134_,6.48µm
_2588_,6.48µm
_2347_,6.445µm
_3142_,6.43µm
_2997_,6.42µm
_0161_,6.4µm
_0997_,6.4µm
_1198_,6.4µm
_1402_,6.4µm
net828,6.4µm
_0212_,6.38µm
_0278_,6.38µm
_1521_,6.36µm
_1527_,6.36µm
_1534_,6.36µm
_1620_,6.36µm
_2390_,6.32µm
_2333_,6.315µm
_0310_,6.3µm
_0734_,6.3µm
_1755_,6.3µm
_2472_,6.3µm
_2546_,6.3µm
_2569_,6.3µm
_2592_,6.3µm
_3071_,6.3µm
_0508_,6.28µm
_1245_,6.28µm
_2097_,6.28µm
_2482_,6.28µm
_2510_,6.28µm
_3363_,6.28µm
_0236_,6.26µm
_0506_,6.26µm
_1431_,6.26µm
_2888_,6.26µm
net766,6.26µm
_0356_,6.24µm
_1357_,6.19µm
_0804_,6.18µm
_0879_,6.18µm
_2498_,6.18µm
_2770_,6.18µm
_3009_,6.18µm
_3175_,6.18µm
_3073_,6.16µm
_3463_,6.16µm
net706,6.16µm
_0222_,6.14µm
_1093_,6.14µm
_1202_,6.14µm
_1227_,6.14µm
_1469_,6.14µm
_2978_,6.14µm
_3377_,6.14µm
_3461_,6.14µm
_1547_,6.12µm
_3131_,6.12µm
_2337_,6.08µm
_0491_,6.06µm
_0977_,6.06µm
_1255_,6.06µm
_1734_,6.06µm
_2421_,6.06µm
_3387_,6.06µm
_0045_,6.02µm
_0059_,6.02µm
_1185_,6.02µm
_1272_,6.02µm
_1468_,6.02µm
_1624_,6.02µm
_2429_,6.02µm
_2545_,6.02µm
_2666_,6.02µm
_1401_,5.98µm
_2328_,5.96µm
_0602_,5.94µm
_0742_,5.94µm
_0906_,5.94µm
_1047_,5.94µm
_1297_,5.94µm
_1362_,5.94µm
_1726_,5.94µm
_1780_,5.94µm
_2262_,5.94µm
_2810_,5.94µm
_3375_,5.94µm
_0028_,5.92µm
_0298_,5.92µm
_2989_,5.92µm
_1505_,5.9µm
_2570_,5.9µm
_2981_,5.9µm
_2702_,5.89µm
_2321_,5.865µm
_0636_,5.86µm
_0655_,5.86µm
_1074_,5.86µm
_1815_,5.86µm
_2019_,5.86µm
_0855_,5.84µm
_1768_,5.84µm
_2362_,5.84µm
_2518_,5.84µm
_3458_,5.84µm
_0180_,5.82µm
_0776_,5.82µm
net739,5.82µm
_0875_,5.8µm
_1091_,5.8µm
_1127_,5.8µm
_1262_,5.8µm
_1292_,5.8µm
_2039_,5.8µm
_2206_,5.8µm
_2684_,5.8µm
_3049_,5.8µm
_3228_,5.8µm
_3388_,5.8µm
net678,5.8µm
_2561_,5.79µm
_2663_,5.78µm
_1523_,5.75µm
_1005_,5.74µm
_1420_,5.74µm
_1750_,5.74µm
_2069_,5.74µm
_2488_,5.74µm
_0452_,5.72µm
_0538_,5.72µm
_0820_,5.72µm
_1149_,5.72µm
_1442_,5.72µm
_2154_,5.72µm
_2170_,5.72µm
_2250_,5.72µm
_2722_,5.72µm
_3430_,5.72µm
_1901_,5.71µm
_1659_,5.7µm
_0023_,5.68µm
_0765_,5.68µm
_1657_,5.68µm
_1704_,5.68µm
_1718_,5.68µm
_1832_,5.68µm
_2236_,5.68µm
_2394_,5.68µm
_2639_,5.68µm
_2696_,5.68µm
_2903_,5.68µm
_3013_,5.68µm
_3418_,5.68µm
_3441_,5.68µm
net715,5.68µm
net762,5.68µm
_0029_,5.6µm
_0368_,5.6µm
_0913_,5.6µm
_1798_,5.6µm
_1921_,5.6µm
_1976_,5.6µm
_2052_,5.6µm
_2540_,5.6µm
_2605_,5.6µm
_2773_,5.6µm
_2970_,5.6µm
_2993_,5.6µm
_3158_,5.6µm
_3172_,5.6µm
_0673_,5.58µm
_0831_,5.58µm
_0272_,5.56µm
_0557_,5.56µm
_0887_,5.56µm
_1500_,5.56µm
_1510_,5.56µm
_1810_,5.56µm
_2061_,5.56µm
_2544_,5.56µm
_2733_,5.56µm
_2944_,5.56µm
_2674_,5.52µm
net527,5.5µm
_3082_,5.485µm
_0112_,5.48µm
_0208_,5.48µm
_0528_,5.48µm
_1392_,5.48µm
_2506_,5.48µm
_2731_,5.48µm
_2782_,5.48µm
_0188_,5.475µm
_1180_,5.46µm
_1828_,5.44µm
_2712_,5.4µm
_2757_,5.4µm
_2727_,5.385µm
_1396_,5.38µm
_1931_,5.38µm
_2799_,5.38µm
_0210_,5.36µm
_2634_,5.36µm
_2785_,5.36µm
_1003_,5.34µm
_1012_,5.34µm
_2716_,5.34µm
_3177_,5.34µm
_3354_,5.34µm
_0220_,5.28µm
_0445_,5.28µm
_2823_,5.28µm
_0576_,5.26µm
_1030_,5.26µm
_1177_,5.26µm
_1501_,5.26µm
_1555_,5.26µm
_1714_,5.26µm
_1735_,5.26µm
_1821_,5.26µm
_2890_,5.26µm
_2907_,5.26µm
_2912_,5.26µm
_2938_,5.26µm
_3279_,5.26µm
_0424_,5.24µm
_0874_,5.24µm
_1553_,5.24µm
_2192_,5.24µm
_0565_,5.22µm
_0674_,5.22µm
_0880_,5.22µm
_1107_,5.22µm
_2562_,5.22µm
_2798_,5.22µm
_3184_,5.22µm
_2011_,5.16µm
_2803_,5.16µm
_0526_,5.14µm
_0829_,5.14µm
_1019_,5.14µm
_1279_,5.14µm
_2305_,5.14µm
_2393_,5.14µm
_2428_,5.14µm
_2497_,5.14µm
net363,5.14µm
_2281_,5.12µm
_0443_,5.1µm
_0638_,5.1µm
_1106_,5.1µm
_1142_,5.1µm
_1339_,5.1µm
_1776_,5.1µm
_2801_,5.1µm
_2987_,5.1µm
_3074_,5.1µm
_3396_,5.1µm
_0062_,5.06µm
_0139_,5.06µm
_2500_,5.06µm
_1173_,5.04µm
_2111_,5.04µm
_0154_,5.02µm
_0598_,5.02µm
_1101_,5.02µm
_2647_,5.02µm
_1545_,5µm
_0862_,4.94µm
_2625_,4.94µm
_2707_,4.94µm
_0460_,4.92µm
_0613_,4.92µm
_1053_,4.92µm
_2701_,4.92µm
_3306_,4.92µm
_1264_,4.9µm
_3373_,4.9µm
_0352_,4.88µm
_0660_,4.88µm
_0683_,4.88µm
_0844_,4.88µm
_1169_,4.88µm
_1762_,4.88µm
_1987_,4.88µm
_2049_,4.88µm
_2531_,4.88µm
_2685_,4.88µm
_2921_,4.88µm
_3062_,4.88µm
_3358_,4.88µm
_2073_,4.875µm
_0360_,4.82µm
_1054_,4.82µm
_1320_,4.82µm
_1687_,4.82µm
_3173_,4.82µm
_3205_,4.82µm
_3250_,4.82µm
_3366_,4.82µm
net829,4.82µm
_0032_,4.8µm
_0733_,4.8µm
_0882_,4.8µm
_1289_,4.8µm
_1753_,4.8µm
_1907_,4.8µm
_2756_,4.8µm
net767,4.8µm
_3149_,4.78µm
_0448_,4.76µm
_0724_,4.76µm
_1274_,4.76µm
_1560_,4.76µm
_1645_,4.76µm
_1778_,4.76µm
_2204_,4.76µm
_2559_,4.76µm
_2715_,4.76µm
_3362_,4.76µm
_3380_,4.76µm
_2651_,4.7µm
_0169_,4.68µm
_0405_,4.68µm
_0414_,4.68µm
_0974_,4.68µm
_2664_,4.68µm
_2749_,4.68µm
_2752_,4.68µm
_3063_,4.68µm
_3080_,4.68µm
_1836_,4.66µm
_2350_,4.66µm
_0492_,4.635µm
_1571_,4.6µm
_2724_,4.6µm
_1190_,4.56µm
_1314_,4.56µm
_2048_,4.56µm
_2499_,4.56µm
_2956_,4.56µm
_0458_,4.54µm
_1543_,4.48µm
_1816_,4.48µm
_1819_,4.48µm
_2564_,4.48µm
_2891_,4.48µm
_3086_,4.48µm
_0608_,4.46µm
_0895_,4.46µm
_1507_,4.46µm
_1804_,4.46µm
_2085_,4.46µm
_2219_,4.46µm
_2467_,4.46µm
_2646_,4.46µm
_2828_,4.46µm
_3058_,4.46µm
net748,4.46µm
_2988_,4.44µm
_0234_,4.42µm
_0823_,4.42µm
_1504_,4.42µm
_2227_,4.42µm
_2404_,4.42µm
_3096_,4.42µm
_3167_,4.42µm
_1660_,4.415µm
_0050_,4.36µm
_0185_,4.36µm
_2487_,4.36µm
_2741_,4.36µm
_1269_,4.34µm
_1528_,4.34µm
_1698_,4.34µm
_2201_,4.34µm
_2290_,4.34µm
_2376_,4.34µm
_2463_,4.34µm
_2481_,4.34µm
_2505_,4.34µm
_2525_,4.34µm
_2553_,4.34µm
_2705_,4.34µm
_2729_,4.34µm
_2829_,4.34µm
_3004_,4.34µm
_3036_,4.34µm
_3138_,4.34µm
_1741_,4.22µm
