net,length_um
_0534_,22.86µm
_0729_,22.82µm
_2378_,22.78µm
_3464_,22.7µm
_0083_,22.68µm
_1960_,22.68µm
_0670_,22.64µm
_0604_,22.62µm
_0965_,22.62µm
net732,22.62µm
_1935_,22.6µm
_2778_,22.58µm
_1995_,22.56µm
_2673_,22.545µm
_1919_,22.54µm
_1940_,22.44µm
_1834_,22.42µm
_0147_,22.405µm
_0053_,22.32µm
_0125_,22.26µm
_1900_,22.26µm
_3419_,22.26µm
_2471_,22.22µm
_3308_,22.22µm
result[31],22.215µm
_1674_,22.18µm
_0419_,22.16µm
_1370_,22.16µm
_2104_,22.16µm
_1493_,22.14µm
_1685_,22.14µm
_2362_,22.12µm
_1454_,22.04µm
_2173_,22.04µm
_0682_,22.03µm
_0328_,22µm
result[27],21.995µm
_1476_,21.98µm
_3405_,21.96µm
_0622_,21.94µm
_2943_,21.9µm
_0388_,21.88µm
_0527_,21.88µm
_0684_,21.84µm
_1483_,21.82µm
_1956_,21.815µm
_0025_,21.8µm
_1144_,21.8µm
_0929_,21.78µm
_1160_,21.78µm
_1070_,21.76µm
_2375_,21.76µm
net114,21.76µm
_0091_,21.74µm
_0594_,21.74µm
_1593_,21.7µm
_1132_,21.67µm
_0120_,21.66µm
_3432_,21.66µm
_0248_,21.64µm
_2021_,21.62µm
_2399_,21.62µm
_3253_,21.6µm
_1600_,21.58µm
_3141_,21.58µm
_1138_,21.56µm
_1430_,21.54µm
_3425_,21.54µm
_0698_,21.5µm
_3444_,21.5µm
net116,21.5µm
result[29],21.495µm
_1011_,21.455µm
_1874_,21.42µm
B[29],21.415µm
_0680_,21.38µm
_3102_,21.38µm
_3176_,21.38µm
_0462_,21.34µm
net428,21.34µm
A[26],21.335µm
_1865_,21.29µm
_1147_,21.28µm
_2121_,21.26µm
_0946_,21.22µm
_0186_,21.2µm
_1429_,21.2µm
_3277_,21.2µm
_3272_,21.19µm
B[4],21.19µm
_0183_,21.18µm
A[28],21.175µm
_1167_,21.16µm
_2914_,21.16µm
_1129_,21.14µm
_2824_,21.14µm
_2374_,21.12µm
_3178_,21.1µm
_1838_,21.08µm
_1879_,21.08µm
_3322_,21.06µm
A[27],21.035µm
_0330_,21µm
_1038_,21µm
_3291_,21µm
net66,20.96µm
_2950_,20.85µm
_0609_,20.82µm
_0750_,20.82µm
_2791_,20.82µm
net511,20.8µm
net701,20.76µm
_2650_,20.74µm
_3433_,20.74µm
_2345_,20.7µm
net216,20.7µm
_0707_,20.66µm
_3454_,20.655µm
_0843_,20.64µm
_0779_,20.6µm
_1690_,20.6µm
_0643_,20.58µm
_1307_,20.58µm
_3345_,20.56µm
_1581_,20.54µm
_3282_,20.54µm
_1246_,20.5µm
_0784_,20.475µm
net291,20.46µm
A[24],20.415µm
opcode[2],20.415µm
_1462_,20.4µm
_2026_,20.38µm
_2053_,20.38µm
_1066_,20.36µm
_2527_,20.36µm
B[16],20.36µm
_1382_,20.34µm
_0577_,20.32µm
_1469_,20.3µm
_0891_,20.28µm
_1511_,20.28µm
_1897_,20.255µm
_3319_,20.24µm
_0237_,20.2µm
net722,20.195µm
_0390_,20.12µm
_1999_,20.12µm
_0718_,20.115µm
A[29],20.115µm
_1524_,20.06µm
_0495_,20.04µm
_1696_,20.04µm
_0630_,20.02µm
_0907_,20.02µm
_1669_,20.02µm
_0885_,20µm
_1969_,20µm
_0563_,19.94µm
_1896_,19.94µm
net112,19.925µm
_1506_,19.9µm
_2411_,19.9µm
result[6],19.895µm
_1158_,19.82µm
_2518_,19.82µm
_1651_,19.8µm
_0355_,19.79µm
_1088_,19.78µm
_2473_,19.76µm
_0425_,19.74µm
_0996_,19.74µm
_2535_,19.74µm
_1026_,19.71µm
_0626_,19.68µm
_0862_,19.68µm
_1563_,19.66µm
_2322_,19.66µm
_2523_,19.66µm
_2858_,19.6µm
_3311_,19.58µm
A[25],19.575µm
A[30],19.575µm
_2093_,19.54µm
_2268_,19.54µm
_3196_,19.5µm
_0714_,19.48µm
_0548_,19.45µm
_0605_,19.45µm
net352,19.42µm
_0573_,19.415µm
_2136_,19.38µm
_0948_,19.36µm
_1885_,19.36µm
_2923_,19.32µm
_2787_,19.3µm
_3172_,19.28µm
_0869_,19.25µm
_3274_,19.24µm
_1700_,19.22µm
_0303_,19.19µm
_0919_,19.18µm
_2539_,19.18µm
_0808_,19.12µm
_1962_,19.12µm
_2864_,19.12µm
_3016_,19.12µm
_1820_,19.08µm
_3198_,19.08µm
_1542_,19.06µm
_0616_,19.04µm
_3121_,19.02µm
result[5],19.015µm
_0806_,19µm
net115,19µm
_0026_,18.96µm
_0834_,18.96µm
_1413_,18.96µm
_0490_,18.955µm
_0389_,18.94µm
_0024_,18.86µm
_2128_,18.86µm
_3390_,18.84µm
_3440_,18.84µm
net710,18.84µm
_1625_,18.82µm
_2024_,18.795µm
_0922_,18.79µm
result[8],18.775µm
_1598_,18.74µm
_0155_,18.72µm
_1044_,18.72µm
_1817_,18.7µm
_0264_,18.69µm
_1004_,18.68µm
_1480_,18.68µm
_0194_,18.66µm
_2547_,18.66µm
_1970_,18.64µm
_3094_,18.64µm
_2032_,18.625µm
_1604_,18.62µm
_0190_,18.58µm
_0391_,18.58µm
net695,18.56µm
_0251_,18.55µm
_0247_,18.54µm
_0252_,18.54µm
_1136_,18.54µm
_3402_,18.52µm
B[19],18.52µm
_0692_,18.5µm
_2756_,18.5µm
_3155_,18.5µm
_0545_,18.48µm
_3332_,18.46µm
_0322_,18.44µm
_0090_,18.36µm
_0000_,18.355µm
_1126_,18.32µm
_1667_,18.3µm
_2944_,18.3µm
_0703_,18.29µm
_1455_,18.28µm
opcode[0],18.275µm
_2080_,18.26µm
_3393_,18.26µm
_0092_,18.24µm
_1634_,18.22µm
_1671_,18.19µm
_0079_,18.18µm
_3360_,18.18µm
_0336_,18.16µm
_1623_,18.16µm
_2740_,18.16µm
net729,18.135µm
_1997_,18.1µm
net153,18.1µm
net633,18.1µm
_1884_,18.06µm
result[1],18.055µm
B[12],18.02µm
_2641_,17.98µm
_3128_,17.95µm
_0567_,17.94µm
_0790_,17.94µm
_2051_,17.94µm
_1710_,17.9µm
_2072_,17.9µm
net699,17.9µm
_3302_,17.895µm
_0675_,17.86µm
_0273_,17.84µm
_1495_,17.84µm
_0796_,17.82µm
_1372_,17.82µm
_3268_,17.82µm
_0631_,17.78µm
_2212_,17.78µm
_0529_,17.76µm
_1211_,17.74µm
_2006_,17.74µm
_2602_,17.74µm
_1428_,17.72µm
_1380_,17.7µm
_3259_,17.7µm
_3204_,17.68µm
_1603_,17.66µm
_2194_,17.66µm
_2303_,17.65µm
_1284_,17.64µm
_1365_,17.63µm
_1296_,17.62µm
_0307_,17.6µm
_1229_,17.6µm
_1591_,17.6µm
_3245_,17.6µm
result[26],17.595µm
_1928_,17.59µm
_1525_,17.58µm
result[18],17.58µm
_2046_,17.575µm
_0505_,17.56µm
_1068_,17.56µm
_3368_,17.56µm
_0706_,17.54µm
_1858_,17.52µm
_2177_,17.52µm
_0812_,17.5µm
_2805_,17.5µm
_0399_,17.48µm
_0845_,17.48µm
_1363_,17.48µm
_1998_,17.48µm
B[0],17.475µm
_2627_,17.46µm
_1880_,17.44µm
_2009_,17.44µm
net381,17.44µm
_2174_,17.42µm
_0959_,17.415µm
_0958_,17.4µm
_2124_,17.4µm
_2871_,17.4µm
_1084_,17.36µm
_3254_,17.36µm
_2012_,17.34µm
_2551_,17.325µm
_0498_,17.32µm
_0901_,17.28µm
_1411_,17.28µm
_0179_,17.26µm
_1073_,17.26µm
_1450_,17.24µm
overflow,17.235µm
_0055_,17.22µm
_3001_,17.22µm
_1615_,17.21µm
_1686_,17.2µm
result[3],17.175µm
result[7],17.175µm
_0802_,17.17µm
_1130_,17.16µm
net211,17.16µm
_0426_,17.14µm
_2830_,17.14µm
_2934_,17.14µm
_0723_,17.12µm
_1457_,17.12µm
_1666_,17.12µm
_3020_,17.12µm
_0981_,17.115µm
_0945_,17.1µm
_1024_,17.1µm
_2342_,17.1µm
_2714_,17.1µm
_1706_,17.075µm
_0460_,17.06µm
_1100_,17.06µm
_2865_,17.06µm
_0582_,17.04µm
_2560_,17.02µm
net758,17µm
_2887_,16.995µm
_0708_,16.98µm
net515,16.98µm
net706,16.98µm
_0367_,16.94µm
_2861_,16.92µm
_1180_,16.88µm
_1459_,16.86µm
_1680_,16.86µm
_2951_,16.86µm
_0716_,16.85µm
B[30],16.815µm
_0128_,16.78µm
_2395_,16.78µm
_2576_,16.78µm
_3267_,16.78µm
_0618_,16.77µm
_3479_,16.76µm
net547,16.76µm
_1472_,16.74µm
_1731_,16.7µm
net635,16.7µm
net775,16.7µm
_1927_,16.66µm
_2937_,16.64µm
_2108_,16.63µm
_2443_,16.62µm
_2509_,16.62µm
_1974_,16.61µm
_0158_,16.6µm
_0672_,16.6µm
net109,16.6µm
_0395_,16.56µm
_1023_,16.54µm
_1432_,16.52µm
_3099_,16.52µm
_2066_,16.5µm
_3123_,16.5µm
_0394_,16.48µm
_3018_,16.48µm
_1983_,16.46µm
net178,16.46µm
_0463_,16.44µm
_0912_,16.44µm
_1381_,16.44µm
_1923_,16.44µm
_2977_,16.44µm
_3195_,16.44µm
_1656_,16.43µm
_0271_,16.4µm
_0936_,16.4µm
_0068_,16.375µm
_3199_,16.36µm
_1412_,16.34µm
_2831_,16.32µm
_0266_,16.3µm
_1052_,16.3µm
_1054_,16.3µm
_3138_,16.3µm
_1045_,16.26µm
_1079_,16.26µm
_3333_,16.24µm
_0159_,16.22µm
_3278_,16.22µm
_1040_,16.215µm
_0570_,16.18µm
_3182_,16.18µm
_0008_,16.14µm
_1596_,16.14µm
_2038_,16.14µm
_3398_,16.14µm
_0786_,16.135µm
_0339_,16.12µm
_0283_,16.1µm
_1711_,16.08µm
_3452_,16.075µm
_0483_,16.02µm
_1353_,16.02µm
_1876_,16.02µm
_1033_,16µm
_2131_,16µm
_0270_,15.98µm
_2388_,15.96µm
_0166_,15.94µm
_1313_,15.94µm
_2352_,15.92µm
_0162_,15.9µm
_1517_,15.9µm
A[31],15.895µm
_1230_,15.875µm
_0864_,15.86µm
_1293_,15.86µm
_1423_,15.86µm
_3424_,15.85µm
A[14],15.84µm
_0868_,15.82µm
_1811_,15.82µm
_3232_,15.82µm
_2313_,15.8µm
_1086_,15.78µm
_1540_,15.78µm
_1894_,15.76µm
_0613_,15.74µm
_1208_,15.72µm
_1670_,15.72µm
_3150_,15.7µm
_3468_,15.7µm
_2138_,15.68µm
_3159_,15.68µm
_1693_,15.66µm
B[20],15.65µm
_0097_,15.64µm
_1582_,15.64µm
_2609_,15.64µm
_2936_,15.64µm
_1621_,15.62µm
_0546_,15.6µm
_1389_,15.6µm
_2339_,15.6µm
_0644_,15.58µm
_0012_,15.56µm
_0132_,15.56µm
_0250_,15.56µm
_2530_,15.56µm
_3475_,15.56µm
_0080_,15.54µm
_1071_,15.54µm
_0641_,15.52µm
_0791_,15.52µm
_2755_,15.52µm
_3347_,15.52µm
_2213_,15.5µm
_3271_,15.48µm
_0486_,15.46µm
net728,15.46µm
_0836_,15.42µm
_1048_,15.42µm
_0411_,15.4µm
_1535_,15.4µm
_1886_,15.4µm
_2862_,15.4µm
_2112_,15.385µm
_0484_,15.36µm
_2900_,15.36µm
_3120_,15.36µm
_3386_,15.36µm
_0450_,15.34µm
_1608_,15.34µm
_0240_,15.32µm
_0350_,15.32µm
net325,15.32µm
_0211_,15.3µm
_2179_,15.3µm
_3006_,15.3µm
_3260_,15.3µm
_0721_,15.28µm
_0691_,15.26µm
_1221_,15.26µm
_3132_,15.26µm
net83,15.26µm
_0242_,15.24µm
_3462_,15.24µm
_0770_,15.22µm
_0777_,15.22µm
_2847_,15.2µm
B[11],15.2µm
_0560_,15.18µm
_0944_,15.18µm
_1373_,15.18µm
_0037_,15.14µm
_1719_,15.14µm
A[6],15.13µm
_1909_,15.1µm
_0109_,15.08µm
_0346_,15.08µm
B[18],15.08µm
_0606_,15.06µm
_0866_,15.06µm
_1103_,15.06µm
_1479_,15.06µm
_3214_,15.06µm
_1368_,15.04µm
_2873_,15.04µm
net672,15.04µm
_0042_,15.02µm
_1249_,15.02µm
_3481_,15.02µm
B[31],14.975µm
opcode[3],14.975µm
_2091_,14.96µm
_3104_,14.96µm
_0170_,14.94µm
_3097_,14.94µm
_0349_,14.92µm
_0877_,14.92µm
_1458_,14.92µm
_1965_,14.92µm
_2828_,14.92µm
_2949_,14.92µm
A[15],14.92µm
_1497_,14.9µm
_1899_,14.9µm
_3160_,14.9µm
_1153_,14.88µm
_1176_,14.88µm
_3216_,14.88µm
_0801_,14.86µm
_2926_,14.86µm
_0366_,14.84µm
_1124_,14.84µm
_1172_,14.82µm
_0319_,14.8µm
_1694_,14.8µm
_1918_,14.8µm
_3117_,14.8µm
_2741_,14.78µm
net738,14.78µm
_2638_,14.76µm
_2084_,14.74µm
_2407_,14.74µm
_0470_,14.72µm
_1539_,14.72µm
_2044_,14.72µm
net430,14.72µm
_0942_,14.7µm
_1594_,14.7µm
_3072_,14.7µm
_1398_,14.68µm
_1588_,14.68µm
_2074_,14.66µm
_1942_,14.65µm
_3219_,14.645µm
_0312_,14.64µm
_2278_,14.64µm
_1595_,14.6µm
_2404_,14.6µm
_2519_,14.58µm
_2612_,14.58µm
_0911_,14.57µm
_1163_,14.57µm
_1616_,14.57µm
_3341_,14.57µm
_0700_,14.56µm
_3110_,14.56µm
_2874_,14.52µm
_3000_,14.52µm
opcode[1],14.515µm
_0277_,14.5µm
_0541_,14.5µm
_0956_,14.5µm
_0995_,14.48µm
_1957_,14.48µm
_2952_,14.48µm
_1883_,14.46µm
_2982_,14.46µm
_2184_,14.455µm
_0047_,14.42µm
_2290_,14.42µm
_3408_,14.42µm
result[4],14.415µm
_2321_,14.405µm
_1179_,14.4µm
_1963_,14.4µm
_2511_,14.4µm
_2271_,14.39µm
_1212_,14.35µm
_1647_,14.35µm
_0060_,14.34µm
_1295_,14.34µm
_1924_,14.34µm
_0543_,14.32µm
_1366_,14.32µm
_1607_,14.32µm
_2672_,14.32µm
_2607_,14.31µm
_0690_,14.3µm
_0938_,14.3µm
_1474_,14.3µm
net683,14.3µm
A[10],14.28µm
_0387_,14.26µm
_0755_,14.26µm
_1537_,14.26µm
_2088_,14.26µm
_1379_,14.24µm
_3384_,14.24µm
_0368_,14.22µm
_0896_,14.22µm
_3119_,14.22µm
_1016_,14.2µm
_0344_,14.18µm
_0949_,14.18µm
_1391_,14.165µm
_0030_,14.16µm
B[14],14.16µm
_0619_,14.14µm
_0821_,14.14µm
_1271_,14.14µm
_1558_,14.14µm
_1712_,14.14µm
_0131_,14.13µm
_0299_,14.13µm
_0805_,14.11µm
_1882_,14.11µm
_0036_,14.1µm
_1285_,14.1µm
_0778_,14.08µm
_0520_,14.06µm
_0832_,14.06µm
_0886_,14.04µm
_0157_,14.02µm
_3247_,14.02µm
_0741_,14.01µm
_0370_,14µm
_1993_,14µm
_1407_,13.985µm
_3413_,13.98µm
_3156_,13.96µm
net533,13.96µm
carry,13.955µm
result[0],13.955µm
result[2],13.955µm
_1113_,13.95µm
B[21],13.95µm
_0591_,13.945µm
_0471_,13.94µm
_0950_,13.92µm
_3024_,13.92µm
_3140_,13.89µm
_0019_,13.88µm
_0041_,13.88µm
_0136_,13.88µm
_0592_,13.88µm
_2732_,13.88µm
_2957_,13.88µm
_1844_,13.86µm
_0006_,13.84µm
_0033_,13.84µm
_0924_,13.84µm
_1077_,13.84µm
_3371_,13.84µm
_0562_,13.8µm
_3063_,13.8µm
_0316_,13.78µm
_2056_,13.78µm
_1065_,13.76µm
_1330_,13.76µm
_2438_,13.76µm
_3472_,13.74µm
_0915_,13.72µm
_2507_,13.72µm
_1361_,13.7µm
_0261_,13.68µm
_0621_,13.66µm
_2027_,13.64µm
_1374_,13.58µm
_2017_,13.58µm
_2868_,13.58µm
net113,13.565µm
_0191_,13.56µm
_0863_,13.56µm
_1170_,13.54µm
_1346_,13.54µm
_1949_,13.54µm
_3447_,13.54µm
_1425_,13.52µm
_3166_,13.52µm
_0171_,13.5µm
_0221_,13.5µm
_1494_,13.5µm
_2541_,13.5µm
_3329_,13.5µm
result[25],13.495µm
_1028_,13.48µm
_0118_,13.46µm
_1168_,13.46µm
_2458_,13.46µm
_3112_,13.46µm
_0093_,13.44µm
_0973_,13.44µm
B[5],13.43µm
_2850_,13.42µm
_2983_,13.42µm
_1648_,13.4µm
_2820_,13.39µm
_0343_,13.38µm
_1684_,13.38µm
_3230_,13.36µm
_0108_,13.34µm
_0156_,13.34µm
_1240_,13.34µm
_1257_,13.34µm
_1438_,13.34µm
_2464_,13.34µm
_0289_,13.3µm
_0904_,13.3µm
_0931_,13.3µm
_0617_,13.28µm
_2648_,13.28µm
_0883_,13.26µm
_1299_,13.26µm
_1360_,13.26µm
_3255_,13.26µm
net163,13.26µm
_0198_,13.255µm
_0588_,13.255µm
_0423_,13.22µm
_0524_,13.22µm
_0265_,13.195µm
_0817_,13.18µm
_1678_,13.18µm
_2147_,13.18µm
_2336_,13.18µm
_2825_,13.18µm
_2451_,13.175µm
_0333_,13.16µm
_3227_,13.16µm
_3441_,13.16µm
_0972_,13.14µm
_2043_,13.14µm
_2757_,13.14µm
net25,13.12µm
_0678_,13.12µm
_3330_,13.12µm
_3356_,13.12µm
_1792_,13.1µm
_1350_,13.08µm
_1356_,13.08µm
_0666_,13.06µm
_0910_,13.04µm
_1114_,13.02µm
_1187_,13.02µm
_0378_,13.015µm
_0783_,13µm
_0765_,12.98µm
_1705_,12.98µm
_0363_,12.96µm
_0839_,12.96µm
_1069_,12.96µm
_1586_,12.94µm
_1954_,12.94µm
_2118_,12.94µm
_3397_,12.94µm
_1227_,12.92µm
_1738_,12.92µm
_2975_,12.92µm
net221,12.92µm
_0620_,12.9µm
_1059_,12.9µm
_0916_,12.88µm
_1522_,12.88µm
_2242_,12.88µm
_3269_,12.88µm
B[27],12.87µm
_0785_,12.84µm
_2603_,12.84µm
_0146_,12.8µm
_0377_,12.8µm
_0587_,12.8µm
_0898_,12.8µm
_2409_,12.8µm
_3096_,12.8µm
A[13],12.78µm
_0599_,12.76µm
_1655_,12.76µm
_3320_,12.76µm
_3465_,12.76µm
net648,12.76µm
_0583_,12.72µm
_1061_,12.72µm
_1281_,12.72µm
_1409_,12.72µm
_3124_,12.72µm
_0325_,12.7µm
_0689_,12.7µm
_1219_,12.7µm
_1291_,12.7µm
_2890_,12.7µm
_0369_,12.68µm
_1049_,12.68µm
_1118_,12.68µm
_1146_,12.68µm
_0442_,12.66µm
_2628_,12.66µm
_3171_,12.66µm
_0082_,12.64µm
_1534_,12.64µm
_1265_,12.62µm
_2369_,12.62µm
_0046_,12.6µm
_0683_,12.6µm
_1046_,12.6µm
_1707_,12.58µm
_2135_,12.58µm
_2245_,12.58µm
_3304_,12.57µm
_0841_,12.56µm
_0861_,12.56µm
_3382_,12.56µm
_1080_,12.54µm
_1877_,12.54µm
_2718_,12.54µm
_3122_,12.54µm
_0110_,12.52µm
_0034_,12.5µm
_0232_,12.5µm
_2055_,12.5µm
_2236_,12.5µm
_3298_,12.48µm
_0298_,12.47µm
_1198_,12.46µm
_3017_,12.46µm
_0226_,12.44µm
_3251_,12.44µm
_3466_,12.44µm
net67,12.44µm
B[13],12.44µm
_2978_,12.43µm
_0393_,12.42µm
_2075_,12.42µm
_3415_,12.42µm
net110,12.42µm
_0887_,12.4µm
_2344_,12.4µm
_3064_,12.4µm
_0771_,12.38µm
_0775_,12.38µm
_0879_,12.38µm
_0960_,12.38µm
_2201_,12.38µm
_2238_,12.38µm
_2461_,12.38µm
_2963_,12.38µm
_0142_,12.34µm
_0679_,12.34µm
_0695_,12.34µm
_1422_,12.34µm
_1795_,12.34µm
A[16],12.32µm
A[17],12.32µm
B[15],12.32µm
_0646_,12.3µm
_0748_,12.3µm
_0789_,12.3µm
_1435_,12.3µm
_1532_,12.3µm
_1822_,12.3µm
_3352_,12.3µm
_0085_,12.26µm
_2967_,12.26µm
_3113_,12.26µm
_3369_,12.26µm
A[23],12.25µm
_0813_,12.24µm
_3240_,12.22µm
_2105_,12.2µm
_3023_,12.2µm
net490,12.2µm
_0544_,12.18µm
_1326_,12.18µm
_2605_,12.18µm
_3148_,12.18µm
_0143_,12.17µm
_0438_,12.16µm
net598,12.16µm
_0309_,12.14µm
_1325_,12.14µm
_1317_,12.125µm
_0955_,12.12µm
_1613_,12.12µm
_3373_,12.12µm
_3372_,12.11µm
_0335_,12.1µm
_0640_,12.1µm
_1635_,12.1µm
_2274_,12.1µm
_2640_,12.1µm
_3342_,12.1µm
_0306_,12.08µm
_0314_,12.08µm
_3089_,12.08µm
net530,12.08µm
net676,12.06µm
_0077_,12.04µm
_1496_,12.04µm
_1602_,12.04µm
_2243_,12.04µm
_2631_,12.04µm
_2747_,12.04µm
_3442_,12.04µm
_0177_,12.02µm
_1538_,12.02µm
_1191_,12µm
_3387_,12µm
_0027_,11.98µm
_1035_,11.98µm
_0010_,11.96µm
_0435_,11.96µm
_0951_,11.96µm
_1017_,11.96µm
_1675_,11.96µm
_2042_,11.96µm
_2249_,11.96µm
_2960_,11.96µm
_3317_,11.96µm
_2966_,11.94µm
_0654_,11.92µm
_1014_,11.92µm
_2637_,11.92µm
_3143_,11.92µm
_1244_,11.915µm
A[19],11.91µm
_0405_,11.9µm
_0688_,11.88µm
_1025_,11.88µm
_1695_,11.88µm
_2115_,11.88µm
_3344_,11.88µm
A[12],11.85µm
_2645_,11.84µm
_1460_,11.82µm
_0163_,11.8µm
_2002_,11.8µm
_0715_,11.78µm
_0758_,11.78µm
_0888_,11.78µm
_2133_,11.78µm
_0984_,11.76µm
_1305_,11.76µm
_1536_,11.76µm
_2614_,11.76µm
_1013_,11.74µm
_2254_,11.74µm
_3438_,11.74µm
_2556_,11.72µm
_2854_,11.72µm
_2292_,11.7µm
_2765_,11.7µm
_3324_,11.7µm
net483,11.7µm
_0049_,11.68µm
_0993_,11.68µm
_3233_,11.68µm
_2973_,11.67µm
_0104_,11.64µm
_2063_,11.64µm
result[17],11.64µm
result[20],11.64µm
_0752_,11.62µm
_1237_,11.62µm
_1467_,11.62µm
_1597_,11.62µm
result[16],11.61µm
_0596_,11.6µm
_1020_,11.58µm
_1481_,11.58µm
_1663_,11.58µm
_1699_,11.58µm
_2621_,11.58µm
_2626_,11.58µm
_2725_,11.58µm
_2745_,11.56µm
_2964_,11.555µm
_0176_,11.54µm
_1520_,11.54µm
_1530_,11.54µm
_0195_,11.52µm
_2169_,11.52µm
_1357_,11.505µm
_0138_,11.5µm
_0199_,11.5µm
_0206_,11.5µm
_1490_,11.5µm
_2100_,11.48µm
_2111_,11.48µm
_0337_,11.46µm
_1250_,11.46µm
_3149_,11.44µm
_3225_,11.44µm
_3365_,11.435µm
_3226_,11.43µm
_0608_,11.42µm
_0656_,11.42µm
_1022_,11.42µm
_1578_,11.42µm
_2083_,11.42µm
_0597_,11.4µm
_0870_,11.38µm
_1236_,11.38µm
_1743_,11.38µm
_1951_,11.38µm
_2097_,11.38µm
_2543_,11.38µm
_1323_,11.34µm
_1015_,11.32µm
_2968_,11.32µm
_3456_,11.3µm
_0152_,11.28µm
_0341_,11.28µm
_0504_,11.28µm
_1405_,11.28µm
_1683_,11.28µm
_2284_,11.28µm
_2748_,11.28µm
_2938_,11.28µm
_1911_,11.26µm
_2859_,11.26µm
_3035_,11.26µm
_3313_,11.26µm
_1498_,11.24µm
_3115_,11.24µm
net362,11.24µm
result[23],11.23µm
_0133_,11.22µm
_0456_,11.22µm
_0940_,11.2µm
_1252_,11.2µm
_1392_,11.2µm
_1310_,11.18µm
_2912_,11.18µm
_0045_,11.16µm
_0638_,11.16µm
_1331_,11.16µm
_1643_,11.16µm
_1697_,11.16µm
_2304_,11.16µm
_1294_,11.14µm
_0153_,11.12µm
_0579_,11.12µm
_1657_,11.12µm
_2980_,11.12µm
_3222_,11.12µm
_3416_,11.12µm
_0521_,11.105µm
net111,11.1µm
_0511_,11.08µm
_0542_,11.08µm
_1637_,11.08µm
_2959_,11.08µm
_2965_,11.08µm
_0311_,11.06µm
_1414_,11.06µm
_1451_,11.06µm
_1554_,11.06µm
_1664_,11.06µm
_2019_,11.06µm
_2034_,11.06µm
_0407_,11.04µm
_0985_,11.04µm
_1427_,11.04µm
_1463_,11.04µm
_3409_,11.04µm
net717,11.04µm
_0279_,11.02µm
_0413_,11.02µm
_0464_,11µm
_1903_,10.98µm
_0954_,10.96µm
_1031_,10.96µm
_1083_,10.96µm
_1589_,10.96µm
_3107_,10.96µm
_2844_,10.94µm
result[13],10.93µm
result[9],10.93µm
_0323_,10.92µm
_2440_,10.92µm
net333,10.91µm
_3437_,10.89µm
_0134_,10.88µm
_1060_,10.88µm
_1197_,10.88µm
_3034_,10.88µm
_0494_,10.86µm
_1562_,10.86µm
_0375_,10.84µm
_3404_,10.84µm
net716,10.84µm
_0276_,10.82µm
_0746_,10.82µm
_1609_,10.82µm
_3055_,10.82µm
_3071_,10.82µm
_3248_,10.82µm
_3303_,10.82µm
_2724_,10.8µm
_3051_,10.8µm
_0233_,10.78µm
_1110_,10.78µm
_1165_,10.78µm
_1171_,10.78µm
_1181_,10.78µm
_1355_,10.78µm
_2671_,10.78µm
_3363_,10.78µm
_0354_,10.76µm
_0478_,10.76µm
_2581_,10.76µm
_1151_,10.74µm
_1387_,10.74µm
_2255_,10.74µm
_3420_,10.74µm
_3210_,10.72µm
net390,10.72µm
_1465_,10.71µm
_0070_,10.7µm
_0581_,10.7µm
_0681_,10.7µm
_1232_,10.7µm
_3184_,10.7µm
_3429_,10.7µm
_3109_,10.68µm
_1377_,10.66µm
_2971_,10.66µm
_3057_,10.66µm
_3460_,10.66µm
net786,10.66µm
_0122_,10.64µm
_3200_,10.64µm
net564,10.64µm
_0702_,10.63µm
_0382_,10.62µm
_0453_,10.62µm
_1672_,10.62µm
_2575_,10.62µm
_2884_,10.62µm
_2931_,10.62µm
_3013_,10.62µm
_3030_,10.62µm
_3125_,10.62µm
net219,10.62µm
_1183_,10.6µm
_1308_,10.6µm
_0005_,10.58µm
_1757_,10.58µm
_1871_,10.58µm
_3145_,10.58µm
B[26],10.55µm
_0970_,10.54µm
_1043_,10.54µm
_1125_,10.54µm
_1770_,10.54µm
_1849_,10.54µm
_1319_,10.535µm
_1254_,10.5µm
_1733_,10.5µm
_1976_,10.5µm
_1984_,10.5µm
_2020_,10.5µm
_2881_,10.5µm
_3286_,10.5µm
_3346_,10.5µm
_0295_,10.48µm
_0671_,10.48µm
_1010_,10.48µm
_3266_,10.48µm
_0492_,10.465µm
_0215_,10.46µm
_0743_,10.46µm
_1399_,10.46µm
_2466_,10.46µm
_2687_,10.46µm
_2913_,10.46µm
_3054_,10.46µm
_0890_,10.45µm
_0302_,10.42µm
_1273_,10.42µm
_3470_,10.42µm
net85,10.42µm
_0301_,10.4µm
_1566_,10.4µm
_2444_,10.4µm
_3015_,10.4µm
_3103_,10.4µm
_0953_,10.38µm
_1141_,10.38µm
_3008_,10.38µm
_3163_,10.38µm
_2883_,10.36µm
_0410_,10.34µm
_2594_,10.32µm
_2840_,10.32µm
_2852_,10.32µm
_3019_,10.32µm
net508,10.32µm
_0078_,10.28µm
_0433_,10.28µm
_0461_,10.28µm
_0658_,10.28µm
_2532_,10.28µm
_2909_,10.28µm
_3451_,10.28µm
_3458_,10.28µm
_0320_,10.26µm
_0397_,10.26µm
_1177_,10.26µm
_1416_,10.26µm
_1767_,10.26µm
_3337_,10.26µm
B[10],10.25µm
result[15],10.25µm
_0660_,10.24µm
_0881_,10.24µm
_1434_,10.24µm
_1531_,10.24µm
_1735_,10.24µm
_2181_,10.24µm
_2827_,10.24µm
